What,Where,When,How_Much
Mena &amp; Mozart.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Thur 17 May 2018, 7.30 pm.",(Entrance fee: 85 - 497 DKK)

Arena (UK).,"IshÃ¸j Kultur CafÃ©, IshÃ¸j Ã˜stergade 28, IshÃ¸j","Thur 17 May 2018, 7.30 pm.",(Entrance fee: 195 DKK)

Ramslag Folkets Hus Spillefolk.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Fri 18 May 2018, 8 pm.",(Entrance fee: Kr 30)

Starboys Go Jazzy.,"Skovshoved Hotel, Strandvejen 267, Charlottenlund","Sat 19 May 2018, 12.30 am.","(Entrance fee: 490,00 DKK)"

Mena &amp; Mozart.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sat 19 May 2018, 3 pm.",(Entrance fee: 85 - 497 DKK)

Det Ã…bne Hus spiller op til folkedans pÃ¥ Stades Krog 9.,"Lyngby SognegÃ¥rd, Stades Krog 9, Kongens Lyngby","Sat 19 May 2018, 8 pm.",(Entrance fee: 40 DKK)

Mike Tramp &amp; Band of Brothers.,"Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre","Sat 19 May 2018, 9 pm.",(Entrance fee)

Depeche Mode Fest feat: Enjoy The Silence Live.,"K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S","Sat 19 May 2018, 9 pm.",(Entrance fee: 125 DKK. + gebyr i forsalgI - 150 DKK. i dÃ¸ren)

Skar's Blues Band spiller pÃ¥ Havnehytten ved Lyngby sÃ¸.,"Havnehytten, Rustenborgvej 21, Kongens Lyngby","Sun 20 May 2018, 2.30 pm.",(Free admission)

Erlend Viken Trio.,"Baltoppen Live, Baltorpvej 20, Ballerup","Tues 22 May 2018, 8 pm.",(Entrance fee: 140 DKK + evt. gebyr)

Baltic Crossing.,"Baltoppen Live, Baltorpvej 20, Ballerup","Wed 23 May 2018, 8 pm.",(Entrance fee: 140 DKK + evt. gebyr)

Musicalpremiere.,"Emdrup Kirke, Ved Vigen 7-9, Copenhagen NV","Fri 25 May 2018, 7 pm  - 9 pm.", 

Route 66 - 60'er musik - Chimbo's Revival og Wild Wax Combo.,"EllegÃ¥rden, Stavnsholtvej 168, Farum","Fri 25 May 2018, 8.30 pm  - kl. 00.30.",(Entrance fee: 100/140)

Vi Elsker 90'erne - Verdens StÃ¸rste 90'er fest 2018.,"Espelundens IdrÃ¦tsanlÃ¦g, Korsdalsvej 100, RÃ¸dovre","Sat 26 May 2018, 11 am.","(Entrance fee: 374,00 dkk - 1124,00 dkk)"


Vox Absona.,"Flintholm Kirke, Junggreensvej 14, Frederiksberg","Sat 26 May 2018, 12.30 am  - 1.30 pm.", 

Musicalforestilling.,"Emdrup Kirke, Ved Vigen 7-9, Copenhagen NV","Sat 26 May 2018, 4 pm  - 6.30 pm.", 

Opera pÃ¥ Amfi Hvidovre: Nordic Singers.,"Amfiscenen, PoppelgÃ¥rden, Byvej 90, Hvidovre","Sun 27 May 2018, 12 am  - 4 pm.",(Free admission)

PalÃ¦ Bar Jazz.,"PalÃ¦ Bar, Ny Adelgade 5, Copenhagen K","Sun 27 May 2018, 5 pm  - 8 pm.",(Free admission)

Rita ora.,"VEGA, Enghavevej 40, Copenhagen V","Sun 27 May 2018, 8 pm.","(Entrance fee: 240,00 DKK)"

Sommertid I SÃ¸ndermarken.,"SÃ¸ndermarken, Indgangen fra Valby Langgade, Valby","Fri 1 June 2018, 4 pm.", 

Game Of Thrones: Live Concert Experience - Featuring Ramin Djawadi.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Fri 1 June 2018, 8 pm.","(Entrance fee: 380,00 dkk - 660,00 dkk)"

The Vamps (UK).,"VEGA, Enghavevej 40, Copenhagen V","Fri 1 June 2018, 8 pm.","(Entrance fee: 250,00 DKK)"

Sommertid I SÃ¸ndermarken.,"SÃ¸ndermarken, Indgangen fra Valby Langgade, Valby","Sat 2 June 2018, 4 pm.", 

Rasmus Seebach Familiekoncert.,"Valbyparken, Hammelstrupvej 98, Copenhagen SV","Sat 2 June 2018, 5 pm.","(Entrance fee: 165,00 dkk - 330,00 dkk)"

Elvis In Concert - Live on Screen.,"Forum Copenhagen, Julius Thomsens Plads 1, Frederiksberg C","Mon 4 June 2018, 8 pm.", 

Iron Maiden - Legacy Of The Beast Tour.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Tues 5 June 2018, 8 pm.",(Entrance fee)

Jam-session pÃ¥ Lipperts.,"Medborgerhuset Lipperts, Taastrup Hovedgade 71, Taastrup","Wed 6 June 2018, 6 pm.",(Free admission)

3 i 1 koncert.,"Sundby Kirke, Amagerbrogade 71, Copenhagen S","Wed 6 June 2018, 8 pm  - 9 pm.", 

Rasmus Walter.,"Skovshoved Hotel, Strandvejen 267, Charlottenlund","Fri 8 June 2018, 7 pm.","(Entrance fee: 1020,00 DKK)"

Katy Perry - Witness The Tour.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Fri 8 June 2018, 7.30 pm.","(Entrance fee: 360,00 dkk - 760,00 dkk)"

The Tribe.,"Skovshoved Hotel, Strandvejen 267, Charlottenlund","Sat 9 June 2018, 12.30 am.","(Entrance fee: 490,00 DKK)"

Nattens Tivoli - familiekoncert.,"Tivolis Koncertsal, Vesterbrogade 3, Copenhagen V","Sat 9 June 2018, 3 pm.",(Entrance fee: 155 - 225 DKK)

Nattens Tivoli - familiekoncert.,"Tivolis Koncertsal, Vesterbrogade 3, Copenhagen V","Sun 10 June 2018, 3 pm.",(Entrance fee: 155 - 225 DKK)

DR PigeKorets midsommer.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sun 10 June 2018, 4 pm.", 


DR PigeKorets midsommer.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Mon 11 June 2018, 6.30 pm.",(Entrance fee: 98 - 300 DKK)

Michaela FukacovÃ¡: Cello. 8. koncert i Lyngby TaarbÃ¦k Musikforening.,"Sorgenfri Kirke og SognegÃ¥rd, Hummeltoften 1, Virum","Tues 12 June 2018, 7.30 pm.",(Entrance fee: 130 DKK.)

Sommerkoncert med Godspel.,"Eliaskirken, Vesterbros Torv, Vesterbrogade 49, Copenhagen V","Thur 21 June 2018, 7.30 pm  - 8.45 pm.", 

Runrig - The Final Mile.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Fri 22 June 2018, 8 pm.","(Entrance fee: 290,00 dkk - 480,00 dkk)"

AndrÃ© Rieu.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Sat 23 June 2018, 8 pm.","(Entrance fee: 585,00 dkk - 910,00 dkk)"

Roger Waters - Us + Them.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Fri 10 August 2018, 8 pm.",(Entrance fee)

Roger Waters - Us + Them.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Sat 11 August 2018, 8 pm.",(Entrance fee)

Duo Huayra.,"Lindevang Kirke, Hattensens AllÃ© 12, Frederiksberg","Sun 12 August 2018, 3 pm  - 4 pm.", 

Skar's Blues Band spiller pÃ¥ Havnehytten ved Lyngby SÃ¸.,"Havnehytten, Rustenborgvej 21, Kongens Lyngby","Sun 2 September 2018, 2.30 pm.",(Free admission)

"Arild Kvartetten spiller Beethoven, LvB#4.","Det Kongelige Teater - Gamle Scene, Kongens Nytorv, Copenhagen K","Sun 9 September 2018, 12 am.",(Entrance fee: 200 DKK)

SÃ¸ndagsbal med RÃ¸dovre Palmehaveorkester.,"RÃ¸dovregaard, Kirkesvinget 1, RÃ¸dovre","Sun 9 September 2018, 2 pm  - 5 pm.",(Entrance fee: 50 DKK.)

Ramslag Folkets Hus Spillefolk.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Fri 14 September 2018, 8 pm.",(Entrance fee: Kr 30)

Jeff Lynne's Elo Live 2018.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Sun 16 September 2018, 8 pm.","(Entrance fee: 480,00 dkk - 810,00 dkk)"

Chimbos Revival & Ray Ennis.,"EllegÃ¥rden, Stavnsholtvej 168, Farum","Fri 28 September 2018, 8 pm.", 

Poul Halberg & Friends.,"K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S","Sat 29 September 2018, 9 pm.",(Entrance fee: 200 DKK. + gebyr - dÃ¸r 230 DKK.)

Souvenirs.,"K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S","Fri 5 October 2018, 8.30 pm.",(Entrance fee: 125 DKK. DÃ¸r 140 DKK.)

Nephew - Udsolgt/venteliste.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Sat 6 October 2018, 8 pm.","(Entrance fee: 285,00 dkk - 550,00 dkk)"

SÃ¸ndagsbal med RÃ¸dovre Palmehaveorkester.,"RÃ¸dovregaard, Kirkesvinget 1, RÃ¸dovre","Sun 7 October 2018, 2 pm  - 5 pm.",(Entrance fee: 50 DKK.)

No More Jack.,"Baltoppen Live, Baltorpvej 20, Ballerup","Thur 11 October 2018, 8 pm.",(Entrance fee: 295 DKK + evt. gebyr)

Northern Assembly.,"Baltoppen Live, Baltorpvej 20, Ballerup","Fri 12 October 2018, 8 pm.",(Entrance fee: 160 DKK + evt. gebyr)


"MOZART: Exultate Jubilate, Sinfonia Concertante, Symfoni nr. 40.","Holmens Kirke, Holmens Kanal 21, Copenhagen K","Sat 13 October 2018, 4 pm.","(Entrance fee: 210,00 DKK)"

Shania Twain: Shania NOW Tour.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Sun 14 October 2018, 7.30 pm.","(Entrance fee: 500,00 dkk - 660,00 dkk)"

Fat Freddy's Drop.,"VEGA, Enghavevej 40, Copenhagen V","Thur 18 October 2018, 8 pm.","(Entrance fee: 350,00 DKK)"

Ramslag Folkets Hus Spillefolk.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Fri 19 October 2018, 8 pm.",(Entrance fee: Kr 30)

"Arild Kvartetten spiller Beethoven, LvB#5.","Det Kongelige Teater - Gamle Scene, Kongens Nytorv, Copenhagen K","Sun 21 October 2018, 12 am.",(Entrance fee: 200 DKK)

Cliff Richard: 58-18=60th Tour.,"Operaen, Ekvipagemestervej 10, Copenhagen K","Thur 25 October 2018, 8 pm.","(Entrance fee: 695,00 dkk - 995,00 dkk)"

Sp Just Frost.,"Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup","Thur 25 October 2018, 8 pm.",(Entrance fee: 185 DKK + evt. gebyr)

SÃ¸ndagsbal med RÃ¸dovre Palmehaveorkester.,"RÃ¸dovregaard, Kirkesvinget 1, RÃ¸dovre","Sun 4 November 2018, 2 pm  - 5 pm.",(Entrance fee: 50 DKK.)

The Human League (UK).,"VEGA, Enghavevej 40, Copenhagen V","Thur 8 November 2018, 8 pm.","(Entrance fee: 325,00 DKK)"

Ramslag Folkets Hus Spillefolk.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Fri 9 November 2018, 8 pm.",(Entrance fee: Kr 30)

10 Ã¥rs jubilÃ¦umskoncert for Vesterbro Gospelkor.,"Eliaskirken, Vesterbros Torv, Vesterbrogade 49, Copenhagen V","Sat 10 November 2018, 7.30 pm  - 9 pm.", 

Rockakademiet.,"Bartof Cafe, Nordre Fasanvej 46, Frederiksberg","Sun 18 November 2018, 9 pm.",(Entrance fee)

"Arild Kvartetten spiller Beethoven, LvB#6.","Det Kongelige Teater - Gamle Scene, Kongens Nytorv, Copenhagen K","Sun 25 November 2018, 12 am.",(Entrance fee: 200 DKK)

Julekoncert 2018 m. Stig Rossen.,"Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup","Sun 25 November 2018, 7.30 pm.",(Entrance fee: 430-450 DKK + evt. gebyr)

Monteverdi - Mariavesper.,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","Sat 1 December 2018, 4 pm.","(Entrance fee: 210,00 DKK)"

Jule Ramslag Folkets Hus Spillefolk.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Fri 14 December 2018, 6 pm.",(Entrance fee: Kr 30)


Jump og blues i Sorgenfri Kirke.,"Sorgenfri Kirke og SognegÃ¥rd, Hummeltoften 1, Virum","Sun 26 November 2017, 3 pm.",(Entrance fee: 100 DKK)

"Christina von BÃ¼low, Palle Danielsson &amp; Eliot Zigmund Trio.","Galaksen, Bymidten 48, VÃ¦rlÃ¸se","Sun 26 November 2017, 3 pm.",(Entrance fee: 160 DKK)

PrÃ¦stholms Luther-koraler.,"Vor Frelsers Kirke, Sankt AnnÃ¦ Gade 29, Copenhagen K","Sun 26 November 2017, 3 pm.",(Free admission)

Trio Satie Salonkoncert.,"Chili TurÃ¨ll, Alhambravej 1, 1.tv., Frederiksberg C","Sun 26 November 2017, 3 pm.",(Entrance fee: 100 DKK.)

Koncert med Hanne Boel.,"Christians Kirke, Strandgade 1, Copenhagen K","Sun 26 November 2017, 3 pm  - 4 pm.", 

Koncert med studerende fra Det Kg. Danske Musikkonservatorium.,"Sct. Thomas kirke, Rolighedsvej 16, Frederiksberg C","Sun 26 November 2017, 3 pm  - 4 pm.", 

Jazzet julekoncert.,"StengÃ¥rd Kirke, Triumfvej 2, Kongens Lyngby","Sun 26 November 2017, 3 pm  - 5 pm.", 

Beethoven Symfoni Nr. 7.,"Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C","Sun 26 November 2017, 4 pm.",(Entrance fee: 220 - 395 DKK)

Decem Voces - julekoncert.,"Saint Alban's Church (Den Engelske Kirke), Churchillparken 11, Langelinie, Copenhagen K","Sun 26 November 2017, 4 pm.",(Free admission)

En Guds Gave - Luther og musikken.,"Johannes DÃ¸bers Kirke, Trekronergade 12, Valby","Sun 26 November 2017, 4 pm.",(Free admission)

Conversations - Mads Klindt & Anna Roemer Duo.,"Frihavnskirken, Willemoesgade 68, Copenhagen Ã˜","Sun 26 November 2017, 4 pm.",(Entrance fee: 50)

Julekoncert med Det Danske Drengekors Mandskor.,"Helleruplund Kirke, Bernstorffsvej 73, Hellerup","Sun 26 November 2017, 4 pm.",(Free admission)

AIDS Fondets Julekoncert.,"Trinitatis Kirke, LandemÃ¦rket 2, Copenhagen K","Sun 26 November 2017, 4 pm  - 5 pm.", 

Etty Hillesum-forestilling.,"HÃ¸jdevangskirken, Irlandsvej 45, Copenhagen S","Sun 26 November 2017, 4 pm  - 5 pm.", 

Morten Pedersen Trio.,"DragÃ¸r Kirke, Kirkevej 170, DragÃ¸r","Sun 26 November 2017, 4 pm  - 5.30 pm.", 

"Hva' sÃ¥, Luther?","AvedÃ¸re Kirke, TrÃ¦drejerporten 6, Hvidovre","Sun 26 November 2017, 4 pm  - 6 pm.", 

SÃ¸ndags jam.,"Operaen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K","Sun 26 November 2017, 4 pm  - 10 pm.",(Free admission)

Velkommen vinter - toner julenat herned.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Sun 26 November 2017, 5 pm.",(Free admission)

SÃ¸ndagsjazz pÃ¥ Axelborg Bodega.,"Axelborg Bodega, Axeltorv 1, Copenhagen V","Sun 26 November 2017, 5 pm  - 8 pm.",(Free admission)

Koncert med Hanne Boel.,"Christians Kirke, Strandgade 1, Copenhagen K","Sun 26 November 2017, 6 pm  - 7 pm.", 


Luthercabaret - HvaÂ´sÃ¥ Luther.,"Sankt Jakobs Kirke, Ã˜sterbrogade 59, Copenhagen Ã˜","Sun 26 November 2017, 8 pm.",(Free admission)

Made in Aarhus.,"MusikTeatret Albertslund, Bibliotekstorvet 1-3, Albertslund","Sun 26 November 2017, 8 pm.","(Entrance fee: 380,00 DKK)"

The War On Drugs (us).,"TAP1, Raffinaderivej 10, Copenhagen S","Sun 26 November 2017, 8 pm.", 

Hun solo.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sun 26 November 2017, 8 pm.",(Entrance fee: 170 DKK)

HÃ¤ndel: Messias.,"Betty Nansen Teatret, Frederiksberg AllÃ© 57, Frederiksberg C","Sun 26 November 2017, 8 pm.","(Entrance fee: BÃ¸rn/Unge: 100 DKK, LÃ¸ssalg: 150 DKK)"

LindstrÃ¸m (no) Live - Flyttet.,"Ideal Bar, Enghavevej 40, Copenhagen V","Sun 26 November 2017, 9 pm.","(Entrance fee: 165,00 DKK)"

Jake green og martin praetorius (dk/de).,"Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K","Sun 26 November 2017, 9.30 pm.",(Free admission)

Syng dig glad - sangeftermiddag.,"TÃ¥rnby Hovedbibliotek, Kamillevej 10, Kastrup","Mon 27 November 2017, 4 pm.",(Entrance fee: 30 DKK)

MÃ¸d de klassiske stjernefrÃ¸: Johannes Stenberg Olsen.,"Hovedbiblioteket - Undervisningslokalet, Falkoner Plads 3, Frederiksberg","Mon 27 November 2017, 5 pm.",(Entrance fee: Gratis billetter)

Releasekoncert Stig Fogh Andernsen.,"Christians Kirke, Strandgade 1, Copenhagen K","Mon 27 November 2017, 5 pm  - 6 pm.", 

Lytteklub.,"DyssegÃ¥rdskirken, DyssegÃ¥rdsvej 19, Hellerup","Mon 27 November 2017, 5 pm  - 6.30 pm.", 

Mestre pÃ¥ Mandage X.,"Det kgl. Danske Musikkonservatorium, Studiescenen, RosenÃ¸rns AllÃ© 22, Frederiksberg C","Mon 27 November 2017, 7.30 pm.",(Free admission)

Calan.,"IshÃ¸j Kultur CafÃ©, IshÃ¸j Ã˜stergade 28, IshÃ¸j","Mon 27 November 2017, 7.30 pm.",(Entrance fee: 125 DKK)

Moderne Mandag - Ekkozone.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Mon 27 November 2017, 7.30 pm.",(Entrance fee: 150 DKK/50 DKK for studerende og unge under 25)

Sonater for violin og klaver.,"Helleruplund Kirke, Bernstorffsvej 73, Hellerup","Mon 27 November 2017, 7.30 pm.",(Entrance fee: 150/70)

Julekoncert med Per Nielsen.,"Adventskirken, Sallingvej 90, VanlÃ¸se","Mon 27 November 2017, 7.30 pm  - 8.45 pm.", 

Kom og dans eller spil med i BrÃ¸ndby Spillemandslaug og Dansere.,"BrÃ¸ndby Spillemandslaug og Dansere, MÃ¸llesalen, BrÃ¸ndby MÃ¸llevej 25, BrÃ¸ndby","Mon 27 November 2017, 7.30 pm  - 10 pm.", 

Bruce Guthro - Celtic X-mas tour 2017.,"Operaen, Ekvipagemestervej 10, Copenhagen K","Mon 27 November 2017, 8 pm.",(Entrance fee: 350 - 440 DKK)

Oh Wonder (UK).,"VEGA, Enghavevej 40, Copenhagen V","Mon 27 November 2017, 8 pm.","(Entrance fee: 250,00 DKK)"

Morgan James (US).,"Amager Bio, Ã˜resundsvej 6, Copenhagen S","Mon 27 November 2017, 8 pm.","(Entrance fee: 270,00 DKK)"


Joyce Wrice (US).,"Ideal Bar, Enghavevej 40, Copenhagen V","Mon 27 November 2017, 8 pm.","(Entrance fee: 165,00 DKK)"

Julekoncert med kor og orkester fra AurehÃ¸j Gymnasium.,"Hellerup Kirke, Margrethevej 7 A, Hellerup","Mon 27 November 2017, 8 pm.",(Free admission)

Les Voix Humaines Viol Consort - The Art of the Fugue.,"KoncertKirken (BlÃ¥gÃ¥rds Kirke), BlÃ¥gÃ¥rds Plads 6 A, Copenhagen N","Mon 27 November 2017, 8 pm.",(Entrance fee: 100/50)

The Horrors (UK).,"VEGA, Enghavevej 40, Copenhagen V","Mon 27 November 2017, 9 pm.","(Entrance fee: 200,00 DKK)"

Monday Juke Joint.,"Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K","Mon 27 November 2017, 9.30 pm.",(Free admission)

Gospelkor Julekoncert.,"Haraldskirken, HÃ¸je Gladsaxe Torv 3, SÃ¸borg","Tues 28 November 2017, 4 pm  - 9 pm.", 

Koncert: Morgendagens violinstjerner.,"Hovedbiblioteket - Undervisningslokalet, Falkoner Plads 3, Frederiksberg","Tues 28 November 2017, 4.30 pm.",(Entrance fee: Gratis billetter)

Foredrag: Lyden af Asien.,"Det kgl. Danske Musikkonservatorium, Ny sal, RosenÃ¸rns AllÃ© 22, Frederiksberg C","Tues 28 November 2017, 5 pm.",(Free admission)

Julekoncert med gospelkoret.,"Haraldskirken, HÃ¸je Gladsaxe Torv 3, SÃ¸borg","Tues 28 November 2017, 7 pm  - 9.30 pm.", 

Adventskoncert.,"Ã˜stervangkirken, Dommervangen 2, Glostrup","Tues 28 November 2017, 7.30 pm.",(Free admission)

Trio Amerise og Folkeando - Argentinske folketoner.,"Unitarernes Hus, Dag HammarskjÃ¶lds AllÃ© 30, Copenhagen Ã˜","Tues 28 November 2017, 7.30 pm.",(Entrance fee: 90 - 150 DKK)

Spillemandsdansen spiller op til folkedans pÃ¥ Lindegaarden.,"Kulturstedet Lindegaarden, Peter Lunds Vej 8, Kongens Lyngby","Tues 28 November 2017, 7.30 pm  - 9.45 pm.",(Entrance fee: 100 DKK pr. Ã¥r)

Back To The Roots Tour Part 2 - Dirkschneider (DE) + support.,"Amager Bio, Ã˜resundsvej 6, Copenhagen S","Tues 28 November 2017, 8 pm.","(Entrance fee: 295,00 DKK)"

International barokstjerne - Paolo Pandolfo.,"Det Kongelige Bibliotek/Den Sorte Diamant, SÃ¸ren Kierkegaards Plads 1, Copenhagen K","Tues 28 November 2017, 8 pm.",(Entrance fee: 90 - 165 DKK)

Op af stolen - ud i rummet.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Tues 28 November 2017, 8 pm.",(Free admission)

Widowspeak (USA).,"Ideal Bar, Enghavevej 40, Copenhagen V","Tues 28 November 2017, 8 pm.","(Entrance fee: 125,00 DKK)"

Hugo Helmig.,"Pumpehuset, StudiestrÃ¦de 52, Copenhagen V","Tues 28 November 2017, 8 pm.","(Entrance fee: 175,00 DKK)"

Les Voix Humaines Viol Consort - OH HENRY! Purcell's complete Fantasias.,"KoncertKirken (BlÃ¥gÃ¥rds Kirke), BlÃ¥gÃ¥rds Plads 6 A, Copenhagen N","Tues 28 November 2017, 8 pm.",(Entrance fee: 100/50)

Julekoncert med Danske Bank Notes.,"Kastrup Kirke, Kastruplundgade 3, Kastrup","Tues 28 November 2017, 8 pm  - 9.30 pm.", 

Open mic for RBU.,"Huset KBH MusikcafÃ©en, RÃ¥dhusstrÃ¦de 13, 3. sal, Copenhagen K","Tues 28 November 2017, 8 pm  - 10.30 pm.",(Entrance fee: 25 DKK)


MammÃºt (IS).,"Ideal Bar, Enghavevej 40, Copenhagen V","Tues 21 November 2017, 8 pm.","(Entrance fee: 105,00 DKK)"

"ARS NOVA Copenhagen: Old World, New World.","Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K","Tues 21 November 2017, 8 pm.","(Entrance fee: 140,-/Stud. 70,-)"

Scarlet Pleasure (DK) - ekstra koncert - VENTELISTE.,"VEGA, Enghavevej 40, Copenhagen V","Tues 21 November 2017, 8 pm.","(Entrance fee: 225,00 DKK)"

SAGA - 40th Anniversary - The Final Chapter Tour 2017 - UDSOLGT.,"Amager Bio, Ã˜resundsvej 6, Copenhagen S","Tues 21 November 2017, 8 pm.","(Entrance fee: 325,00 DKK)"

Von BÃ¼low / Kristiansen / Franck Trio.,"Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K","Tues 21 November 2017, 9 pm  - 11.30 pm.",(Entrance fee: 112 DKK + gebyr)

African Night.,"Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K","Tues 21 November 2017, 9.30 pm.",(Free admission)

ReformationsjubilÃ¦um 2017 - Hvad skete der egentlig for 500 Ã¥r siden?,"Sions Kirke, Ã˜sterbrogade 192, Copenhagen Ã˜","Wed 22 November 2017, 2 pm  - 3 pm.", 

Koncert med BlÃ¥klokkerne.,"TÃ¥rnby Hovedbibliotek, Kamillevej 10, Kastrup","Wed 22 November 2017, 4 pm.",(Free admission)

Onsdagskoncert.,"Hans Tausens Kirke, Halfdansgade 6, Copenhagen S","Wed 22 November 2017, 5 pm.",(Free admission)

Koncert med Rytmisk Center.,"Eliaskirken, Vesterbros Torv, Vesterbrogade 49, Copenhagen V","Wed 22 November 2017, 6 pm  - 10 pm.", 

Regnbuer og drÃ¸mme - tyrkisk og kurdisk folkemusik.,"Davids Samling, Kronprinsessegade 30-32, Copenhagen K","Wed 22 November 2017, 7 pm.",(Entrance fee: 50 DKK)

"Kammermusikforeningen af 1911, Trio con Brio, Jens ElvekjÃ¦r, Soo-Jin Hong og Soo-Kyung Hong.","Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K","Wed 22 November 2017, 7.30 pm.",(Entrance fee: Ikke-medlemmer 130 DKK.)

"AmadeusEnsemblet og Westenholz spiller Gade, Bartok og Mozart.","Holmens Kirke, Holmens Kanal 21, Copenhagen K","Wed 22 November 2017, 7.30 pm.",(Entrance fee: 100 DKK.)

Debutkoncert - Erlendis Quartet.,"Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C","Wed 22 November 2017, 7.30 pm.",(Free admission)

"AmadeusEnsemblet og Elisabeth Westenholz spiller Gade, Bartok og Mozart.","Holmens Kirke, Holmens Kanal 21, Copenhagen K","Wed 22 November 2017, 7.30 pm.",(Entrance fee: 100 DKK)

The Minds Of 99.,"Spillestedet Stengade, Stengade 18, Copenhagen N","Wed 22 November 2017, 8 pm.",(Entrance fee: 330 DKK)

Queen + Adam Lambert - Udsolgt/venteliste.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Wed 22 November 2017, 8 pm.","(Entrance fee: 500,00 dkk - 810,00 dkk)"

Shaka Loveless.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Wed 22 November 2017, 8 pm.",(Entrance fee: 195 - 245 DKK)

Calan.,"Baltoppen Live, Baltorpvej 20, Ballerup","Wed 22 November 2017, 8 pm.",(Entrance fee: 140 DKK + evt. gebyr)

Kathrine Windfeld Sekstet.,"Templet, Jernbanevej 16, Kongens Lyngby","Wed 22 November 2017, 8 pm.",(Entrance fee: 50 - 100 DKK)


Nu Amsterdam Project PÃ¥ Loppen.,"Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K","Tues 28 November 2017, 8.30 pm.",(Entrance fee: 90 DKK)

Josh Rouse (US).,"VEGA, Enghavevej 40, Copenhagen V","Tues 28 November 2017, 9 pm.","(Entrance fee: 180,00 DKK)"

Togeby / zum Vohrde Quintet.,"Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K","Tues 28 November 2017, 9 pm  - 11.30 pm.",(Entrance fee: 112 DKK + gebyr)

Soulful Tuesday.,"Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K","Tues 28 November 2017, 9.30 pm.",(Free admission)

Adventskoncert med Stemmegaflerne og Joes Angels.,"De Gamles Bys Kirke, Edith Rodes Vej 6, Copenhagen N","Wed 29 November 2017, 1 pm  - 2 pm.", 

Musikskolens julekoncert.,"Birkholm Kirkesal, Hjortespringvej 132, Herlev","Wed 29 November 2017, 4 pm  - 9 pm.", 

